user_id,anime_id,rating
16055,15439,9
28231,226,9
40835,6573,9
24582,2963,9
43068,20449,6
62073,11617,7
31851,9863,6
2762,5681,9
35664,13601,10
72107,31376,7
1232,48,3
57974,95,9
68807,21273,9
42981,32648,7
47283,6547,8
31867,16101,6
40009,8424,7
68441,793,6
73228,449,10
53482,22273,7
6300,527,7
60533,1292,7
28433,12189,8
60745,2594,9
42576,59,8
10444,109,9
56925,30015,7
72044,22729,10
3596,14227,9
46,12365,10
7490,3457,9
17122,6421,9
71345,20507,9
6589,16011,10
65125,20939,7
65764,916,5
35990,30458,8
58813,756,5
31005,8247,10
38681,6098,6
65883,1913,8
36530,76,8
52508,442,7
65465,6880,7
5630,6064,7
36175,3927,10
7467,11887,9
57477,898,9
19171,8247,10
25552,936,8
17068,16239,8
40603,14527,7
59573,2904,10
66741,405,7
22406,552,10
23106,819,9
26386,355,8
70074,22147,9
14945,2001,10
55546,339,8
66390,1142,10
38496,2236,9
69674,28297,8
39152,61,9
58774,10408,9
53835,21843,9
71435,6045,10
68678,10924,7
1695,3457,10
30447,8074,6
54375,5525,10
20952,225,8
36864,26165,8
15810,6707,8
18940,193,7
30832,11617,6
57921,2963,7
3569,3379,2
72509,6547,8
31108,1808,7
30445,14407,7
11916,904,7
39453,51,8
62830,10079,7
53228,3588,7
20559,29786,9
30146,1698,9
66824,2593,7
2124,11111,4
14193,18397,8
9542,27775,10
54967,190,6
21538,31,7
31594,934,10
51965,8074,5
41100,487,7
54500,6547,8
55531,27,8
47633,66,9
16698,1195,7
59625,18745,5
54430,1726,7
58002,94,10
35010,934,10
7710,687,8
946,2167,7
17319,32380,7
72049,543,7
62192,5458,7
19189,13663,4
36075,31637,6
25869,14513,10
48645,31043,9
5833,1498,7
22565,481,9
48199,18001,7
49085,64,7
11536,2602,8
30019,13161,7
58024,3613,9
17936,31105,8
39390,3457,10
51007,102,9
66677,4163,7
63825,339,10
8778,23277,7
39155,17725,7
4354,10464,9
54657,7311,9
43534,24439,9
28521,10711,10
53123,21681,10
20278,8769,9
56838,9314,8
8443,8277,7
68372,7769,5
22521,6347,9
58522,26441,5
2820,22789,9
7345,5484,7
1769,10793,9
47098,970,10
53731,32491,8
24310,1722,10
30008,6574,10
54057,1195,10
34291,24151,9
34465,5713,7
52811,8074,6
28227,10397,8
7447,1212,10
45357,1689,6
12177,24455,10
58132,1827,8
61046,5114,8
64397,11123,10
50614,1,8
34287,8074,10
20311,28121,7
47997,23311,7
22154,27655,8
5141,174,6
23171,245,8
19167,376,8
51080,813,8
15778,7817,9
33162,2130,8
64570,10163,9
5815,23281,6
15726,19363,8
21699,8129,9
50761,1635,8
8149,16123,6
43597,3992,7
23997,11111,10
44587,237,8
12123,1535,10
33646,33080,8
67257,2116,8
39459,5525,8
16925,15583,6
41814,11887,10
6106,3965,6
40655,8861,7
58348,3470,7
37992,15565,5
2747,16035,7
20642,15605,6
5174,2589,9
71932,12467,7
43077,11577,8
68926,28701,9
49670,2167,8
11567,15583,7
43872,237,9
57423,6213,10
53250,849,8
30898,2821,4
17591,6512,4
27648,10801,5
63132,2132,6
10921,8769,7
14406,12355,7
16708,32542,6
62596,6547,10
50558,162,4
47621,45,8
71016,634,8
41165,228,8
20448,16417,8
11050,356,7
20140,743,7
2359,17895,8
65869,777,10
46391,6211,8
11882,5734,7
33723,2002,9
50974,168,7
25128,1699,5
2613,10067,8
32932,12403,6
68773,7580,7
71638,12477,8
6021,23199,7
68897,20555,8
20632,59,8
23247,5909,7
19357,20507,8
58236,2112,6
15761,514,7
23282,7858,8
18660,10863,10
22327,8769,8
8920,18277,8
40579,31043,10
51204,8408,7
67708,1659,5
10551,4720,5
32162,4059,10
66133,476,6
48085,9675,6
58932,7079,7
10882,189,7
54283,2269,9
36891,10083,10
56160,27787,6
24657,264,9
35147,249,10
31808,11771,9
57038,225,7
28351,133,10
29795,11499,6
48218,21659,5
57781,2873,7
45556,6325,10
29798,9617,9
56478,356,9
42492,13125,8
17185,199,10
53898,1120,10
11398,3615,7
47076,10793,8
10070,18753,7
42635,2801,7
60160,486,9
59167,14467,5
28256,10798,6
16906,934,8
44797,5680,8
48042,22199,9
16459,20847,8
48396,4224,9
13244,10793,10
38240,9941,7
29950,8476,7
72361,5209,8
44561,1017,5
49352,79,9
57774,942,7
7387,394,8
45318,4224,9
53817,254,6
4357,22877,10
63697,11757,10
27027,8479,8
27841,8074,3
14622,5081,7
8095,992,8
3522,14575,6
47760,17535,7
14945,3572,8
56562,11757,10
27838,30831,6
13167,6547,9
50446,1631,7
62039,26443,7
43676,6980,10
61717,20457,7
69039,2392,8
27585,13535,7
51896,395,7
12636,30,5
34706,9919,8
27196,6793,8
32801,25781,9
15675,4021,8
40092,4224,8
37415,7592,7
40727,32729,6
68284,17265,9
23769,372,10
16559,13659,9
43089,4898,10
11493,7769,8
11172,935,6
9995,18497,7
40279,2161,8
23483,43,7
68923,14227,6
3566,15565,10
28729,270,8
6203,7079,7
6299,9000,8
51352,154,7
50699,2904,10
14159,14345,10
59607,1366,7
4102,7724,8
46059,10418,7
23247,1007,8
31898,31297,7
56851,1049,9
11497,1956,6
9854,24701,8
30523,6548,6
10369,405,3
66936,11597,8
4811,7311,10
47152,22297,10
5527,1689,9
63920,1471,7
42720,18897,6
21818,28223,9
37863,6747,6
69609,199,10
40429,2248,7
9866,2595,7
48216,16694,7
13463,27787,10
58539,24475,7
26481,29067,7
11215,147,8
40003,154,7
62856,20371,7
17297,713,7
14459,28171,9
6377,853,10
46128,288,10
17336,13655,10
5011,585,7
46093,1678,7
1866,13659,7
47937,356,10
41272,20939,7
47684,317,9
30962,12355,9
48249,6547,6
26616,10232,8
31439,4898,10
367,11933,8
34222,30276,10
59866,8304,5
19394,21563,8
36372,65,10
27029,9863,10
59864,861,9
16971,1889,7
9118,10330,7
34202,16894,10
15526,2890,9
4468,14719,6
30897,3784,9
54279,8424,9
52422,1826,5
5569,4181,10
13397,4898,8
53446,1840,5
12733,457,9
58545,324,10
48442,199,9
65156,31368,5
1153,6547,9
65156,1292,5
11857,17729,7
28555,236,6
28981,11061,10
12650,16866,8
52782,651,6
37121,10620,9
22855,339,10
69394,32574,7
43779,21881,10
5345,4835,6
28790,8675,9
2958,9253,9
49854,10080,8
71012,26243,10
8944,15451,8
53217,120,7
5087,4999,7
71906,3791,7
58073,529,8
23798,10620,10
16972,4477,10
64623,13659,9
7,9675,7
2016,5680,10
50259,4874,7
5760,1889,10
3631,4382,8
8095,6573,8
47426,49,8
71663,31,10
43859,16894,10
30468,17513,5
44872,12477,9
38704,28819,8
44246,11235,7
41863,22043,8
30368,164,10
61700,268,7
8994,11757,10
24177,4903,6
5385,1575,9
66873,3470,7
38723,9253,9
69891,2889,6
47724,19815,7
59792,963,7
43104,23283,10
37399,22199,10
3973,31405,8
15086,23847,10
35786,21431,8
49365,7724,10
48373,2633,8
30565,25877,6
61767,21649,7
28425,3297,10
24593,18153,8
17068,11033,8
3465,25867,7
51612,267,8
59420,380,8
63978,17895,7
9827,10297,6
7323,2596,7
6978,323,9
8655,10628,7
25520,5341,8
55637,218,8
41677,18121,7
41019,6880,7
50466,1722,6
58233,246,7
68240,10798,8
55089,7193,10
53606,849,10
31849,144,7
23692,10800,9
56909,30544,7
10520,1015,7
7572,621,8
44755,7338,8
25492,28171,9
55809,31904,7
29950,15379,9
71132,10719,8
1419,15613,9
28531,10521,9
59362,2596,7
58774,7674,7
34837,3455,9
35172,31163,9
30565,6773,8
384,3901,8
40906,450,9
60222,14189,6
27034,16890,6
36241,2472,10
16247,8560,8
27697,6547,8
72021,1194,7
42912,30654,8
36316,16498,10
256,20977,9
26391,5341,9
6927,3784,8
22335,10719,6
25889,31091,8
5145,3783,9
44980,431,10
42561,23273,8
7366,3121,6
38713,6151,10
2873,19669,10
56617,10110,8
6569,10693,6
49787,30344,8
17888,10217,9
16515,16355,9
57620,12673,7
47123,8532,9
50810,1195,9
56694,20767,8
39647,155,7
59621,24031,8
49062,4130,10
69849,732,4
47477,10162,8
28883,22839,8
63132,9656,9
19623,16894,8
10278,20,9
5562,6547,10
4798,940,9
66731,6425,7
33085,164,9
27730,30307,8
25165,8769,9
9047,467,9
57903,229,6
57757,8,8
771,9379,5
41639,4181,10
14407,21511,8
60135,1555,9
65318,24455,9
21336,11633,6
47234,5310,8
14339,18153,7
22395,892,7
69721,6675,8
52811,14713,8
63734,31680,9
23410,11235,8
11549,9656,9
7561,10620,10
48559,350,9
44102,16011,10
18356,14713,8
68165,2144,8
4497,906,6
37376,1292,6
67979,6512,5
29779,1195,8
66571,3901,9
32539,2001,10
47583,2002,10
17645,11553,8
44689,10620,10
28583,270,8
71434,202,6
40395,14837,9
27600,30514,8
39926,7059,8
32485,16498,9
25730,1943,9
15406,813,8
60360,92,8
66280,687,9
69991,552,7
15716,9756,9
67666,5034,8
33648,18897,10
26901,19,10
60927,12413,8
3557,7059,7
33279,223,9
8689,4814,8
57795,44,10
41371,10620,9
41994,4975,7
26340,248,5
68633,1689,10
22394,6773,8
28883,13599,8
57108,10604,5
34803,5262,8
33392,430,9
20115,20785,7
6454,874,10
3680,11757,7
60358,2000,8
30859,57,7
58345,274,8
72527,24415,9
45838,1502,7
958,9203,6
4383,527,8
63672,18153,5
53469,6438,10
6558,9846,7
54144,186,8
6714,60,7
39504,963,7
67725,2034,8
54713,15417,10
3009,71,8
69870,9253,6
23427,6922,8
6714,18229,7
26486,2001,9
72881,10218,9
63394,30911,7
30741,1691,8
6238,7791,6
16974,30344,6
25385,22319,9
20552,6773,7
47652,8456,7
1528,10497,8
40279,8074,8
56694,9736,7
41090,21743,8
33115,23321,8
47602,24211,8
17044,7054,10
6391,897,8
1429,899,8
55930,22319,8
34180,2167,5
8090,564,8
65188,1535,8
56846,14813,8
1287,27503,8
17519,1253,9
22414,7647,8
56791,17535,6
7392,135,10
37197,10947,6
20510,16035,9
3262,10719,6
27501,7769,8
4649,14349,7
60901,1913,7
55062,10162,9
56680,17247,8
11672,9253,10
30942,16762,6
38804,472,6
16131,9331,8
55448,435,7
10602,572,8
49471,1250,9
16111,8934,7
271,1564,6
60020,4224,8
36677,29093,8
50771,5764,10
20748,1498,8
35486,24133,8
6299,357,10
46929,17895,5
69217,6880,8
49702,3604,8
61060,13655,5
65445,597,6
23006,154,7
52011,23289,6
53343,33,8
37354,9917,7
60150,3731,9
60479,22319,8
31187,1689,7
22740,5342,8
13721,934,8
23348,387,7
18573,2167,10
1842,516,8
46934,19815,10
4331,2167,9
54235,4794,10
12046,19429,10
25961,11741,8
68177,3167,8
43291,1029,7
66271,10793,9
30274,6880,9
26260,24455,8
50567,164,10
19673,2891,9
48177,18671,9
7834,849,10
19244,9047,10
15532,6547,10
63576,392,8
38346,874,10
30825,32108,7
29908,4382,8
47884,24415,8
21293,356,9
61691,1887,7
57503,5681,8
52089,6336,8
47821,10321,8
12482,3033,8
33049,20,9
62057,6547,9
22267,63,8
16312,6956,7
16265,916,5
51792,168,9
45162,3089,8
27243,12317,7
21508,20541,10
8568,25429,6
5107,4938,9
18138,15225,8
15541,1604,10
64404,22789,9
33996,16498,10
68750,1541,7
59399,93,7
23743,3759,7
38225,7088,10
50275,8074,7
51531,168,7
70702,8074,7
65856,19685,7
54727,4896,7
10775,4181,10
1734,31771,8
49149,1764,6
21027,2144,5
35568,11617,9
52539,586,9
35280,940,8
21487,5347,3
16041,30831,9
20248,433,8
56393,2966,8
72688,513,7
233,28623,10
65765,270,10
72112,7593,7
8817,11757,6
50678,182,9
65861,4793,6
34701,6880,9
13425,10080,5
17119,2581,7
60707,1120,9
60643,9756,10
30141,19815,7
33147,4999,7
35094,4901,8
12915,32935,9
63334,16706,8
47318,19221,10
47724,400,8
28144,4181,10
20171,10659,6
39590,9969,10
46843,23289,8
51693,29707,5
45139,1157,7
67403,30831,7
31809,20745,10
66571,8937,10
58522,198,6
3114,9041,6
52940,276,7
47067,9253,10
53333,66,9
61426,430,8
2750,6880,7
69254,30307,8
58444,6862,10
19591,2006,10
43537,23199,8
27801,523,8
32142,193,7
70121,3457,9
58227,10030,9
63255,20021,6
27698,8909,6
20168,19,10
45779,813,8
44516,16524,6
43782,442,10
30981,76,5
24808,1535,9
30565,24849,5
36806,22319,10
4391,21573,8
26308,2235,4
61790,431,7
56344,523,10
15715,1239,10
39110,2952,9
11452,1813,7
50351,160,3
71386,9919,9
3973,24415,8
56449,79,8
53455,3455,7
943,457,8
4714,12967,8
52669,14837,7
7942,17259,5
69403,5681,10
71508,20057,8
30849,26,9
59125,2236,8
18512,1535,10
61221,19669,8
57828,3588,6
58438,14349,6
7407,205,8
55089,4898,10
40868,20723,7
6469,12477,8
47395,5909,5
50766,889,7
4570,25375,8
64155,652,7
39492,10711,10
54966,1723,8
5001,889,8
43731,21771,9
63499,1342,8
1888,17187,7
20750,15583,7
48449,16592,7
33150,4280,8
6912,134,8
25790,7311,8
17103,202,9
10385,2167,8
61389,5507,8
66720,3958,8
56935,22273,9
24529,12365,10
6569,16498,8
5908,9441,7
23069,4224,8
56562,15037,8
11021,779,7
42635,3299,5
35318,32108,8
57674,6682,6
69958,66,9
62210,28223,7
826,23277,10
70618,6512,8
41270,9065,10
41957,99,7
60713,6758,8
52763,6793,9
67953,121,7
22004,4063,7
66212,7791,9
55769,10444,9
11567,17265,10
25308,4181,10
14572,19759,6
19221,721,9
20527,7674,8
58057,356,6
61872,22835,9
10270,1604,7
39436,731,7
31373,2273,6
68501,19,7
22868,2494,7
68925,1698,7
58873,2251,9
69155,390,5
420,4898,4
55625,3270,9
14190,23847,8
21736,1089,8
52323,3457,10
53401,5079,3
8808,2025,8
56676,12149,7
32374,11061,9
62830,28883,7
61859,22297,9
63750,7338,7
23832,120,9
38797,24625,7
6127,1887,8
31348,2756,10
14166,5681,10
6597,57,9
66109,11771,9
6890,28623,6
675,578,8
60358,1419,8
60219,7148,9
118,523,8
4468,431,5
30196,10073,6
42420,687,10
16842,761,7
29500,4182,6
60443,6746,9
55294,249,6
43609,490,8
65469,12565,7
59493,193,7
59753,2144,5
72663,6347,9
15872,19285,5
43730,512,9
61015,450,9
66943,8460,8
16234,10731,9
54455,12069,8
62421,199,8
53337,2593,6
25819,572,7
72474,11771,9
52361,11179,5
38557,6675,8
22991,59,8
1343,26443,6
67904,825,6
9471,10495,8
27034,18277,7
40520,30382,5
30258,1519,7
51495,165,8
38705,225,10
64658,14813,8
69220,11979,8
11359,3127,4
6679,13203,9
45610,25,8
14404,1480,2
34524,3328,6
41575,16498,8
13304,14345,9
65181,32,9
63751,857,9
62396,885,6
49495,9911,3
28694,1239,8
20072,134,8
36225,15809,8
7446,902,8
47706,2248,9
36310,721,7
29302,10080,8
20139,1686,8
59339,13601,8
7857,2251,9
43852,8769,5
56901,22535,10
6948,223,10
48316,24439,5
5399,121,8
5710,225,6
59486,1237,9
61867,918,8
67764,24,8
15599,19815,8
64256,31240,9
6058,1956,7
6869,6594,8
11882,2025,8
2530,227,9
4168,14893,1
51099,4181,7
40393,9863,9
22389,13659,8
8149,11499,7
14564,478,6
3784,30240,9
43896,5277,9
3756,15117,9
64663,10479,7
49692,801,9
2150,441,6
65093,9253,10
70045,24455,7
16242,840,8
49645,355,9
2388,2236,7
61074,1121,6
54296,32,6
36110,8888,2
27126,874,8
12114,7059,5
58623,83,8
24380,174,7
35519,8937,8
68258,1698,6
45570,7337,9
29851,2847,8
261,6880,8
41536,2269,10
28531,4975,7
43885,30347,8
25702,2924,7
6417,493,9
58839,270,9
62658,27899,8
11668,11617,9
61292,13203,10
71775,19111,10
52260,54,5
23834,251,8
27166,6895,7
55450,341,9
32494,30307,7
66482,457,7
29111,11597,9
41326,8407,6
9015,1842,8
37632,11737,9
24805,1726,6
60664,3247,10
4405,5958,7
47363,1292,6
19778,22297,10
61443,721,7
1020,12293,6
33731,350,7
10826,27787,8
57243,2167,10
54564,1365,10
28242,20479,8
62670,22297,9
62170,28171,8
73398,6351,8
22666,1604,9
22226,431,8
56631,6166,7
9510,897,7
25970,7193,4
9123,30123,6
15031,16762,8
26820,1604,9
2562,14813,9
60058,731,9
29020,47,9
73234,14379,5
69863,22535,10
43636,30749,9
7994,2403,6
69805,9756,7
63514,2201,8
37683,813,7
22111,5386,7
19012,6771,5
58345,11313,8
64227,10870,8
22703,5973,7
61285,442,4
24216,11771,9
32449,14407,9
58136,202,8
61149,17651,6
32171,18679,10
21692,12461,1
58990,339,10
36110,30911,1
57255,10604,8
8647,22273,8
37968,6746,7
66633,10863,8
26216,1172,8
25523,3974,7
63043,14813,9
38934,4938,9
55260,208,8
14390,30,8
62954,1094,9
23039,7647,9
12903,5081,10
22346,2559,9
21450,30123,8
58063,2899,5
4441,1,9
2274,10397,7
42832,30383,8
61869,31704,7
15542,1313,10
33309,24133,7
7800,548,5
977,18671,6
1324,14921,6
41847,11741,10
21296,2926,8
64214,270,7
65623,28297,8
67474,8536,5
5655,2589,7
14390,7817,7
61873,6702,7
6288,527,8
58567,4558,6
32001,4280,9
20027,21405,8
23756,4744,4
24137,10620,8
3781,7088,7
54744,6164,8
10580,28,8
56096,30363,8
52110,5114,10
46443,17641,8
56301,21881,8
55504,3901,6
61977,28677,9
2388,4886,6
23510,10079,6
46962,18897,8
22539,31859,8
27649,30230,8
6222,12565,9
61530,457,8
51239,626,8
6771,13391,6
4809,3467,8
66235,1080,10
45851,5333,10
16370,16592,10
47196,20785,10
14746,23199,9
6467,317,7
17487,14075,9
15219,114,7
36565,13601,8
37982,9000,7
27592,17917,9
22041,4181,10
16370,5262,10
39039,4214,8
9910,5680,8
10634,31,8
69518,2236,5
5508,226,7
51853,3457,9
40831,22147,8
24905,877,9
31492,23269,9
22606,10620,4
60594,175,6
11359,1686,8
65515,7791,8
25533,3652,5
21300,10030,8
8090,986,6
30603,32,9
1504,24893,9
18709,22537,4
6797,174,6
3392,19775,9
69372,25687,6
17160,268,10
20777,30,10
53949,9213,7
58567,6045,7
20457,205,9
21567,30307,7
62044,19815,7
47534,4898,7
19062,13655,9
39558,21273,8
72787,13161,5
60735,225,7
48707,3702,10
36204,10075,7
19546,6746,10
71310,18153,8
52366,1530,8
52255,11111,9
2382,1195,8
7745,512,8
43077,12477,8
32464,6956,8
23756,1727,9
51699,14227,7
34541,71,9
46316,18441,9
18604,102,8
22123,14467,8
70962,16498,9
24208,2772,7
26352,10161,8
65627,9135,9
22897,459,4
71466,21329,9
16138,4181,7
58008,2963,8
19617,523,8
49468,10588,8
26234,14075,10
18227,14833,10
39360,199,10
29272,1813,6
35205,16524,6
36240,3457,6
21389,31637,7
3469,31240,10
59458,182,7
34687,16498,10
19521,16592,4
61785,4063,10
48645,6987,7
71991,281,6
69549,25429,6
31914,2025,8
31335,376,8
27161,8514,6
40290,486,10
27219,987,7
11138,1686,6
1973,376,8
27662,855,6
21226,28825,10
41337,10897,7
44811,257,6
15091,17265,8
71637,19369,8
17058,3588,9
53823,997,8
40273,10321,6
17774,17265,8
62914,8460,7
19295,6746,9
14681,11759,8
50279,1726,9
51239,30831,9
14640,6707,9
55972,1699,8
5411,4975,9
20325,23289,7
53205,5114,10
26058,2034,8
25014,167,8
44640,10790,5
43376,16904,8
61076,16067,9
19011,15377,7
9875,1535,9
35860,1264,8
53492,31833,3
66451,13161,8
68287,469,8
50504,1622,6
42145,10087,9
1606,6746,9
50027,376,8
29293,6045,10
36828,10172,5
41353,10790,9
10995,6030,8
28932,2130,8
47545,4726,8
34521,10396,8
42705,9756,10
15181,22535,9
55098,9047,8
5447,450,7
7955,5764,8
6834,63,6
36152,33222,6
64627,11577,9
30169,10620,8
33631,9181,7
49255,969,8
62116,25519,8
56960,22145,8
6797,264,7
49173,16005,8
41595,3588,9
7242,5530,7
70072,1836,5
40040,9587,10
7241,834,6
10316,177,8
5669,1006,7
31511,20507,7
46250,30307,9
67612,430,9
68696,2129,6
60537,9760,8
67554,384,8
33332,5682,8
68388,4214,7
67727,916,7
25397,4081,10
32334,26243,8
30565,9331,7
25165,8246,8
29706,15863,8
47017,22319,9
31387,19815,7
11593,10080,8
44435,1562,6
60172,5525,7
28058,524,5
47094,1575,9
13665,10213,7
20290,10666,7
63132,20541,8
51657,10294,8
22989,552,7
43429,9367,8
65763,7311,8
27140,10155,10
38573,223,10
36075,9515,3
66742,3593,7
58632,4078,7
25961,801,10
56731,3731,7
37724,21085,6
40370,13183,10
12684,8525,7
41096,626,7
1788,13759,8
3009,790,10
34917,13469,9
57995,11759,7
6490,3228,7
65192,855,10
31008,11737,7
15407,528,9
72116,11703,10
20593,18095,6
72422,777,8
53474,10805,7
47215,2001,8
49059,905,9
25788,2581,8
14059,1142,9
58287,2605,8
25274,30503,8
60719,9911,7
75,249,9
22333,6707,10
55334,919,10
31973,11633,10
46244,9253,10
35001,392,10
56701,17831,6
56367,8557,7
48975,11241,10
30474,1698,9
8367,17643,8
6152,18465,9
30704,2924,9
16882,6895,7
61441,532,7
50761,531,6
58483,213,1
12596,21659,7
46090,2904,10
68618,2923,9
24184,486,10
61275,936,7
62356,5114,8
27299,1012,5
27247,10408,8
21684,13535,10
29245,1943,9
35653,11161,8
25850,28497,8
8343,5114,10
59552,6927,8
29546,1887,8
24508,2904,10
7834,121,9
67689,859,6
68842,8516,9
2455,17259,7
62298,9181,7
38829,1889,8
26965,7593,8
34837,5781,9
1570,27655,7
820,552,9
52968,9930,7
46445,10431,7
64613,30307,5
23053,7791,8
20719,18465,6
46,27663,9
1244,23847,10
62455,22319,10
48161,33082,9
34410,4214,5
67106,26,8
50022,10087,9
55422,10620,10
40846,30187,9
70017,6707,5
66700,16762,6
56864,245,9
25036,3455,10
13623,861,8
6752,4181,6
27751,2386,7
55289,6438,8
65043,14467,8
61355,964,4
43789,24821,8
39480,731,7
59629,229,8
24289,7791,8
40293,6201,8
36696,9006,5
73380,7647,8
10761,46,6
13907,15689,8
12647,4059,10
11779,29093,9
56558,16498,10
12691,13357,5
44426,9289,9
22062,31056,7
42527,31737,8
63372,13357,9
72317,20787,4
17403,18679,7
59915,995,9
39302,15687,7
34295,2251,8
42373,28121,9
3423,6547,10
44206,10080,9
46537,28391,8
9139,27899,10
36696,9074,8
72171,1689,10
11977,3712,6
14864,5081,9
52519,9130,7
22827,5258,10
69513,8675,7
52454,3033,7
12666,1622,8
64766,2107,9
72835,31043,1
24612,10079,9
52975,781,9
48027,1336,7
40560,813,10
62239,28701,9
30300,18247,7
61179,252,7
24983,299,7
66411,949,7
47876,14345,9
11819,20877,7
48602,2020,9
6695,9074,8
32116,17074,10
59069,2869,7
57576,304,8
42737,12113,8
67836,537,3
53492,34085,7
39980,8676,9
40273,1239,7
58980,704,5
62082,6704,6
33172,23991,8
62088,6201,8
28422,12431,10
36378,18507,8
5454,202,7
48339,47,8
16561,16051,10
44929,3574,5
10504,17873,8
18985,12365,9
50237,3359,6
53318,6347,8
47686,30806,7
25104,18247,6
56737,2904,10
28231,275,6
39865,6791,9
5346,226,10
3152,1951,9
49004,1915,7
6971,18041,8
43991,1374,7
21068,22319,8
30755,937,7
20881,225,7
9241,322,10
17015,93,8
71141,270,9
13053,15,8
36688,71,7
12688,22319,4
22844,22297,9
30897,4181,8
69555,28121,9
6971,256,8
16042,1,7
11186,5941,8
16843,584,4
24707,5734,5
48438,1004,7
45976,26055,7
17343,16035,8
47995,2404,7
21367,3016,8
6459,9736,7
9828,22535,9
51617,14227,6
71466,7647,8
2115,357,6
61074,149,8
71130,12355,8
50375,28927,8
62599,22319,10
54073,8057,7
3595,21339,8
27671,6045,8
31614,2201,4
239,6793,9
31814,223,6
29372,7817,9
26025,20329,5
6097,476,7
72264,28805,9
24895,5,9
69106,12031,10
62001,6624,6
8711,2025,8
7269,389,7
50002,356,8
57649,13391,6
33909,30749,8
28545,11111,4
36913,9253,8
6392,2168,10
56152,7472,8
26773,246,6
8613,19815,9
4906,6045,9
39576,355,10
71259,9756,10
68919,9587,7
15590,14967,8
